id,review_id,user_id,business_id,stars,useful,funny,cool,text,date,expert,,,similarity matrices - not accounting for word count,,,,
30,ZkHfHdbphB8U5M6gzsplcQ,x6S-rTVrT-VaWW6wrI7n7Q,-5Kbw0m7lpLDAQSX5t-fVA,1,9,0,0,"Do not go here. Find another dentist. If you were having second thoughts or perhaps you wanted to just get an idea of what others thought...let me assure you, YOU SHOULD find another dental office.\n\nWilliamsburg Smile Design will royally screw you when billing time comes. They have super fancy offices, so I suppose they are trying to recoup on costs for that?\n\nSat down with a hygienist who tried to shame me into getting pricier work done. She also pulled out a few scare tactics like ""I just don't want to have to tell you one day that we will have to cut your gums open""....My choppers don't have that celebrity sparkle, but I know for a fact that i'm not on the brink of periodontal disease. Also, you will never have to tell me that one day because i'm not coming back.\n\nI had a VERY basic 20/30 minute cleaning (which normally runs between $60 - $100) but they billed my insurance for a scaling/root planning- which costed $225. If you aren't familiar -- that means I was billed for a DEEP CLEANING; which normally takes 1-2 hours over the course of 2 separate visits. \n\nAdditionally, I was billed $225 for a ""Comprehensive Oral Evaluation""- a procedure that normally prices in the range of $60. I had my x-rays sent over from my previous dentist because they were done only 2 months prior, the hygienist reviewed them but never checked for oral cancer and never examined my neck and jaw for abnormalities- just continued to tell me how much work I needed while she performed the VERY basic cleaning. \n\nI did not have x-rays done AND I didn't have a complete ""comprehensive oral evaluation""-- but was billed $225?? \n\nAlso- exams AND cleanings are the same price, ehh?? Really feels like a scam and i'm feeling like an idiot for not doing more research on them before making an appointment. Don't make the same mistake I did.\n\nUnless, of course....you have a shit ton of money to spend out of pocket for subpar dental care? Even if you have insurance, they will code procedures accordingly to not only squeeze your provider for bucks but you as well. Be careful, even if your insurance covers 100%-- it could jack up your premiums and/or max out your plan.",6/4/2016 2:17,no,,,0.140831801,0.045345479,0.052833477,0.217629364,1
,,,,,,,,,,,,,,,,,
31,hrlcihFRsvvZwJUEkaoy_Q,7hocoYPx620g_V_ij0Q3dw,-5Kbw0m7lpLDAQSX5t-fVA,4,2,0,0,"I enjoy coming to Williamsburg smile. It has a nice, open energy and the staff is polite. \nI came in suddenly (zocdoc)for 2 wisdom teeth to be pulled ASAP. I came back the following week to have them pulled and Ian was very efficient and nice. If I had a stop watch he had them both pulled within 20 mins. \nI just recently had my cleaning done and she was so very kind and personable. I was pleased. \nThe only downside I saw was wanting to give me a X-ray for 1 last wisdom tooth I have. I declined until after my travels and I felt I was being pressed about it. \nAll in all, I would recommended Smile. My experience as a client is that it is up to par.",5/3/2016 3:27,no,,,1,0.079252587,0.028083582,0.125361595,0.057303497
32,NlhnnSCngWPGy6XDbm4few,GFW_BAfQ5c4RvGzFxSH4Rg,-5Kbw0m7lpLDAQSX5t-fVA,1,5,0,0,"SCAM! They are a rip off and try to charge you unnecessary amounts of money for nothing!\n\nI went to Williamsburg Smile Design for a cleaning. They took x-rays of my teeth and told me I had 2 cavities that were in between my teeth. When they showed me the x-rays, I honestly couldn't even see the cavities. Then they told me I would have to pay them $360 per tooth to fill the cavities, equaling $1440.\n\nI took the x-rays to my regular doctor in PA who said that the cavities were so small that it would do more harm than good to fill them.\n\nThank god I showed the x-rays to my other doctor. I will never go back.",3/21/2016 18:17,no,,,0.079252587,1,0.035972886,0.032703502,0.134337521
33,SfQs-esHQdEzX70zf6LRjw,Ow9uF8OyojbDeaugaOmJvA,-5Kbw0m7lpLDAQSX5t-fVA,1,4,0,0,"I contacted this office to make an apt and check my insurance. \nThe receptionist was very polite on the phone and quickly took down my information. \nShe assured me she would call me back.\nShe did not. \n\nThey next day I called again, and she apologized but she had not gotten around to it yet.\nI offered to call my insurance myself to try and be helpful, it only takes a few minutes really, but she declined and promised to call this time.\n\nThree days passed and no word.\n\nI took the liberty of making my own appointment on ZocDoc. \nI show up for my 4pm apt, confirmed via email that same morning.\n\nI WAS TURNED AWAY FROM MY APT!!!!!\n\nReason being... they had a 3pm patient who was running late so they put them into my slot.\nUmmmm....WHAT?\n\nI asked to speak to the office manager, who in turn provided a completely different explanation of why I was bumped off the schedule.  She stated that ZocDoc sent an automatic confirmation & the service does not account for the type of appointment booked, ie. cleaning vs. full consult, xrays, etc. They decidedly cancelled my apt, on their own accord without my approval, because they were not sure what I needed done??? \n\nThis is a highly unprofessional way to run a practice. This is NYC, we are all important, we are all busy, and we all want things done yesterday. I took the time out of my day to go to the dentist and was utterly refused at the door. WOW!\n\nLastly, I got an alert from ZocDoc to my phone with a penalty for ""MISSING MY APT""\nI called ZocDoc to explain and they notified me that the office reported me as a ""NO SHOW""\nHow sneaky and dishonest! That is a flat out lie.\n\nYou can apologize if employee is busy, and you can motivate them if they are lazy, but you can not unlearn dishonesty. A liar is a liar. \n\nI can not speak for the skills of the dentist, but if his office staff is a reflection of him... \nVERY POOR\n\nWhat a waste of time!",11/20/2015 23:42,no,,,0.028083582,0.035972886,1,0.088300969,0.083466898
34,C_mq1XVQNz71wSyGD2kY0Q,Cov29C_j3qpzjr3KIF9-1g,-5Kbw0m7lpLDAQSX5t-fVA,5,0,0,1,"I had a wonderful experience with Dr. Mapes. I visited this office because I was experiencing tooth pain. Not only were they able to see me within an hour of my call, they were able to extract my wisdom tooth in 5 minutes! I was in and out in about 30 minutes. It was great. I was clearly nervous about having my tooth pulled unexpectedly, but Dr. Mapes was very calming and made me feel at ease. I just went back for my one-week follow-up appointment this morning and, again, was in and out super quickly (~5 minutes). Everything looked good and they sent me on my way. Great place. You even get to watch Netflix while you wait :)",10/5/2015 17:02,no,,,0.125361595,0.032703502,0.088300969,1,0.025957954
35,sDI_lGs0tyh7J8Crovu7gA,qI7F2rvvTbZ_FSr8kpKqmQ,-5Kbw0m7lpLDAQSX5t-fVA,2,8,0,0,"I went there for a cleaning only. The hygienist is quite rough, but she did a good job. The dentist was also nice enough, but they are there to SELL you. I'm 32 years old, and no one ever has suggested I might need braces. Yes, my teeth are not perfect, but it's not a huge issue if I keep up with cleanings, and I do. However she insisted I need invisalign. Um, no.\n\nI have a basic cavity I need filled, but it's not pressing. I asked how much they charge, and they said it was $350. What? That's crazy. I know their rent is high, but there are other dentists in the same neighborhood that charge much less. \n\nIf you get one of the cheap groupon deals for a cleaning, why not. But I wouldn't even consider making this place my regular dentist. I'll be going back to iSmile a few blocks away- which I also found through a groupon.",6/15/2015 19:14,no,,,0.057303497,0.134337521,0.083466898,0.025957954,1
,,,,,,,,,,,,,,,,,
36,bGQf5IiPPmkcMQvNaxZyJA,cnN5PRHtsHKTGNjSagVqAQ,-5Kbw0m7lpLDAQSX5t-fVA,1,0,0,0,"The office was lovely and the staff was pleasant, however my appointment was for 6pm and I didn't actually get seen until 7pm. I understand if people are running behind (especially with late appointments), but I had left work early to make it there on time, so a bit of warning would have been appreciated.\n\nI went in for a cleaning and to have them look at what I thought was either a broken tooth or a filling that perhaps had fallen out. (Seeing I had never been there before, I wanted to experience a cleaning before letting them do anything else and I'm glad I took this approach).\n\nThe cleaning was done by the dentist and performed with a waterpic-like tool as someone else had reviewed. While the dentist was nice, I too have had much more thorough cleanings done elsewhere. They also took x-rays and told me I had another cavity along with this one tooth where the filling had in fact fallen out. They asked if I wanted both fixed that day, but I opted just to wait. \n\nWhile checking out they quoted that to fix both teeth would be around $338 which seemed extremely high seeing how I luckily have really good insurance. I ultimately decided to just go back to my dentist in the city who not only told me the other tooth was fine, but fixed my partially broken (it did not completely fall out) filling for just $75. I had a suspicion my insurance was better than what they were saying and am glad after reading more of the reviews that I trusted my gut and went elsewhere.",5/4/2015 19:51,no,,,1,0.060286178,0.165663046,0.225991492,0.075201718
37,0OguqJ5WhGxrC8J37a0fSQ,alO-AxaNlgf_b8fOklaLAA,-5Kbw0m7lpLDAQSX5t-fVA,5,0,0,0,"Friendly professional staff! The office was really cool, prob the most chill environment you could expect considering its a dentist office. Also they really cater to the patients. Would definitely recommend.",3/18/2015 23:00,no,,,0.060286178,1,0.213356469,0.080266297,0.162728614
38,Xwj9rQ_iQP9VtjWQvQOY3Q,2KX4UVpV_T3EuUfdwPAFJw,-5Kbw0m7lpLDAQSX5t-fVA,4,0,0,0,"Dr Lin, - a professional dentist gave me, who is a dentist fanatic, a great cleaning! He also listened to my needs addressed them appropriately, tools were clean, office nice, staff pleasant.  Would recommend. Tip- can negotiate a bit if you are on a budget. It really helped! :)",2/21/2015 18:28,no,,,0.165663046,0.213356469,1,0.082600403,0.027885881
39,Ki0IsjqR43WiZ04-aE7JDA,_9RImgiGEpYQnMIj-1zGIg,-5Kbw0m7lpLDAQSX5t-fVA,1,6,0,1,"My review is for my experience about 2 or 3 years ago. \n\nDid they have a nice office? Yes\nDid they have a cool young staff appropriate to get along with the people of the neighborhood? Yes\nDid they have helpful payment plans for those that cannot afford regular dental care? Yes\nBut like many Dentists in the New York City area they told me I had cavities, 3 cavities to be exact when I did NOT have any cavities. As I find out, by another dentist, this is a habit of new practices to help supplement their heavy dept by filing cavities when in actuality the patient's teeth are fine.  This happen to me as well. I have perfect teeth, I will pretty much always have perfect teeth because of a treatment I was given as a child. I'm glad I know this because I had to go through 4 dentists until I found one that didn't try to over charge for services I didn't need. \nIt's so bad to think that someone you are supposed to trust for your health care is actually milking you for money.  I am completely disgusted.\n\nAnd just so you know, when you look at you X-rays and you don't see any black spots or holes in your teeth it means you have no cavities. Cavity just means hole, there's a hole in your tooth. It will show up as a solid black spot, I promise! It's just that easy to know if it's really there.  Knowledge is power people!!",2/21/2015 0:26,no,,,0.225991492,0.080266297,0.082600403,1,0.00958118
40,uHCYupTiOkJ6l2k-rY9qag,xn4pCzpLErzBxf2ZW7K7SA,-5Kbw0m7lpLDAQSX5t-fVA,5,0,0,0,"Everyone is so friendly, the office is clean/modern and they follow up on appointments.",1/22/2015 19:18,no,,,0.075201718,0.162728614,0.027885881,0.00958118,1
,,,,,,,,,,,,,,,,,
41,NHI6rwHOmMjHw0rLeC5L1g,TVMuLtm0DTg_LaFa0QZKPQ,-5Kbw0m7lpLDAQSX5t-fVA,3,1,0,0,"Nice, friendly office and staff. \n\nI saw Dr. O'Connor who also did my cleaning and x-rays. The cleaning was done primarily with a waterpic-like tool, and then a little additional cleaning was done with a standard metal pick tool, then the teeth were ""polished"" with the paste application tool. \n\nDr. O'Connor was nice but I have had much more thorough cleanings done by hygienists at ProDent, Dr. Zipkowitz, and Rosenthal Apa. Usually at these other dentist offices, the hygienist does the cleaning and then the dentist reviews after. I found that they are much more thorough with removing plaque and also they always floss at the end. There is also often an evaluation of gum recession on every tooth done at the other dentists.\n\nOverall it was decent but I prefer a more thorough cleaning. \n\nFinally, note: no cancellations allowed if you buy the living social deal.",1/13/2015 20:15,no,,,1,0.080979122,0.118052591,0.137038835,0.101834683
42,aKY_eYQpftvsNrpKHF8XvA,2RyYX7jw24ChPxX-y5Y2KA,-5Kbw0m7lpLDAQSX5t-fVA,5,1,0,0,By far the best dental experience I've ever had. Dr. O'Connor and AnaLynn made my Christmas Eve appointment more painless than actually having to deal with my family. \nBy far the best team in Williamsburg.,12/24/2014 22:29,no,,,0.080979122,1,0.050685858,0.134548189,0.028924553
43,nJms6rW_NKUNfr28ePjeag,05vJzbFI6wOxgFvfc1_qOQ,-5Kbw0m7lpLDAQSX5t-fVA,5,2,0,1,"I came to Williamsburg Smile and Design because of a Groupon I got. The office was very nice, that was the first thing I noticed. It was very modern and clean. The staff was great, very friendly and helpful. The Groupon covered everything and I had no issues. \n\nMy dental hygenist who administered the cleaning, Bianca was great. She did an excellent job and made me feel super comfortable right away. She was telling me stories and had me laughing, how great is that? She was very professional and the procedure was uncomplicated and fast. \n\nThe doctor checked Bianca's work, told me about my teeth, answered any questions I had and was very helpful and thorough. She didn't try to sell me anything, she gave me suggestions for what I could do for my teeth that fits my lifestyle. All in all a great experience. I will definitely return,",11/22/2014 13:45,no,,,0.118052591,0.050685858,1,0.075059565,0.233840012
44,Yl0n6xiWSkTxWyvSxGM9ag,EfUKBLwwAXAHQPEecxXUdg,-5Kbw0m7lpLDAQSX5t-fVA,5,2,0,0,"I'm a bit surprised by some of the reviews on here because I've never had an issue with any of the dentists who have seen me at this practice. \n\nI still consider Dr. Mapes as my primary dentist but if the scheduling doesn't work out, I see whoever is available. I came to this office after a horrid experience with a dentist in Astoria who botched a crown up so badly, I wound up having gum surgery by a professor at NYU's faculty practice to the tune of about $2500\n\nLuckily, I've never had that kind of experience at Williamsburg Smile Design. I just had a crown put on a few days ago and so far, so good. \n\nFor comparison, I also happened to see another dentist over the summer for a TMJ and sleep apnea consultation who has 40 years of dental experience. He agreed the crown was the right course of action and confirmed that overall, my mouth is healthy and happy. If 40 years of dental experience says I'm in good hands, then I'll trust it!\n\nI hate going to the dentist in general because I've had some really bad ones but this place isn't one of them!",10/3/2014 16:47,no,,,0.137038835,0.134548189,0.075059565,1,0.06999723
45,GWnUH3mKIq1OcJJK9x0HSQ,giQp-hEGwsVM0AHRRhn8tw,-5Kbw0m7lpLDAQSX5t-fVA,5,0,1,0,Williamsburg Smile Design was a great experience. The office is clean and very inviting with yummy coffee and snacks to enjoy while watching Netflix in the waiting room. The staff is super friendly and they really know their stuff. I felt so well taken care of and that is a rare feeling to get from a doctors office. I definitely recommend this lovely establishment for your next cleaning or filling.,10/2/2014 20:53,no,,,0.101834683,0.028924553,0.233840012,0.06999723,1
,,,,,,,,,,,,,,,,,
46,d6Nx_MV2GIKCJaZNwUALcA,4X6ktMyUzdHlOeTmxkoC3Q,-5Kbw0m7lpLDAQSX5t-fVA,5,1,1,0,"Just had my first visit for a cleaning and emergency exam with Williamsburg Smile Design - and I am thrilled to have found a  new practice for my family!  After a few bad visits to Williamsburg Dental Arts, I procrastinated with dental check-ups and cleanings for a whole year until I found myself in trouble with a toothache.  \n\nI was a little concerned by the negative Yelp reviews, but I realized that most of them weren't about the dental work, but the ""marketing"" and standard practice of ""payment for services rendered"" at all dentist offices. \n\nThe office manager gave me an appt for the same week - and was so kind and understanding that I already felt great about trying a new practice.  I am terrified of dental work and cleanings, but the hygienist, Bianca, was absolutely amazing.  She made me feel at ease and gave me the best cleaning I've ever had (even after a year of delinquency).  Dr. O'Connor saw me within 10 minutes of my cleaning - and reviewed my x-rays with me to discuss things to watch.  Luckily, I didn't need emergency work, but it was definitely a wake-up call to keep up with regular and consistent care!\n\nThe office is in such a great location - with a lovely and calming atmosphere.  There's LCD screens with NetFlix in all the rooms, including the waiting room (not that I waited that long).  Love the front office staff, too!  I am so happy and privileged to join the Williamsburg Smile Design family.",9/27/2014 2:16,no,,,1,0.16344723,0.134475967,0.192107792,0.159229213
47,ayNuRwFAaSaXu6SbHtxnOQ,SBM5yU-o6lhbfUrlG_w1XQ,-5Kbw0m7lpLDAQSX5t-fVA,1,15,0,0,"Writing this as a warning to anyone thinking of going here.\nI first went to this dentist over a year ago for a cleaning, and it was great. Knowledgeable doctor, nice staff, very clean and up-to date equipment. However, this place has recently hired a new manager, my old doctor has left, and things are not how they used to be. \nFirst of all, last time I went in for a cleaning a couple months ago they tried to charge me for my cleaning, and this is WITH my insurance. My reaction was, wait, what?! I spoke with the manager who explained that they accept ALL insurances, but that basically if your insurance doesn't cover their minimum they will charge you extra $$$, which they decide based on their own calculations. (The point is, these people want MONEY, and they are in an expensive neighborhood, and need to cover their expensive equipment.) The manager told me that she would waive the charge this time, and that they would accept my insurance for the fillings I needed to get done on my next visit.\n\nSo I came in yesterday for a 6 pm appointment for the fillings, and the receptionist informed me she's been trying to reach me, (she called me 40 minutes prior to my appointment). She told me I needed to pay $400!!!! For fillings covered by my insurance. Hell no lady. I asked her that if this was the case, why did she tell me on my last visit that it would be covered, and why did she wait 2 WEEKS to get in touch with me? These people have ZERO morals, and they are completely unethical.\n\nThe completely inept and obviously un-educated receptionist trolls have zero manners and I think have no idea how to use their office software, maybe they're not properly trained? The manager was little help as well, saying basically that this is their policy. Whatever, at least own up to your own mistakes. Why waste my time?\n\nBottom line: Don't go here. The manager and the office monkeys give zero shits about you and your health. They are only there to collect your $$$. The nice office might be inciting, but what good will that do when they try to rob you of your hard earned income. No thanks.",9/17/2014 20:01,no,,,0.16344723,1,0.1548718,0.126105709,0.020713925
48,_9KkuSTc_VAfru4JxN4mCw,bSze1h5HSLOl-wfiP8gYkg,-5Kbw0m7lpLDAQSX5t-fVA,1,4,1,0,"Im with the majority of the reviews for Williamsburg Smile Design. Their business strategy of telling people they need enormous amounts of unnecessary dental work is completely unethical. I had read the reviews beforehand, but figured I'd still cash in my Groupon for a teeth cleaning. I was prepared for the upselling, but boy, it was almost like an SNL skit. The hygienist was very rude and kept insinuating how bad the state of my teeth were (I just went to my dentist 6 months ago who said my teeth were in great condition). And no offense to hygienists, but I'd prefer the dentist to give me a breakdown of what's going on with my teeth when I can look at an X-ray with them and ask questions. Not when you have your hands in my mouth and it just sounds like you're being a mean girl. Furthermore, she was incredibly rough and then had the gaul to tell me my gums were bleeding a lot. Yes, Freddy Kruger, they are bleeding a lot. I think it has to do with you haphazardly hacking away at them. The dentist then came in and went down a laundry list of expensive producers I would need- veneers, crown replacement, cavity fillings. She kept trying to point out things on the x-rays that clearly weren't there.. she would say ""can you see that tiny little fleck of shadow? Oh yes, that's a major problem."" Bottom line- if you get a Groupon go get your teeth cleaned.. but basically cover your ears for the rest of the consultation.",9/10/2014 2:49,no,,,0.134475967,0.1548718,1,0.097142699,0.058663465
49,P2pqwNh672ZUaey26Od_Bw,_RJu_8fMzjMZJzOrPbKYZA,-5Kbw0m7lpLDAQSX5t-fVA,5,2,0,0,"My dad was in the dental industry, so I have always received the best of the best when it comes to dental care.  I do no have insurance right now, so I bought the Groupon for cleaning/xrays/consult.  Could not be happier.  Very nice office with pleasant and helpful administrative staff.  The hygienist who did the xrays and cleaning was thorough, gentle, answered all my questions and provided good advice.  The dentist was also very nice, explained everything with no pressure to purchase additional services/treatments.  I had two cavities (eek!), and will definitely make an appointment with Williamsburg Smile Design to have them filled once I return from my upcoming travels.",9/4/2014 20:58,no,,,0.192107792,0.126105709,0.097142699,1,0.077708249
50,ejJ1rd1fimKrlebbmIBOFQ,5LiUDo8g9Q8PVPAXn__OXw,-5Kbw0m7lpLDAQSX5t-fVA,5,2,0,0,"I am 36 weeks pregnant and had a tooth emergency.  I called Williamsburg Smile Design on a recommendation and they did everything they could to fit me in that morning.  I saw Dr.  O'Connor, a new dentist there, and she was absolutely wonderful.  She was very sensitive to my pregnancy and explained everything she was doing clearly and kept checking in to make sure i was not in pain.  I felt very well cared for and recommend them wholeheartedly! \n\nAnd it does not hurt that the facility is immaculate and very modern!",8/30/2014 12:29,no,,,0.159229213,0.020713925,0.058663465,0.077708249,1
,,,,,,,,,,,,,,,,,
51,uSU6l-aB4moTX0ecZqMQvg,OZ0wUm_hkw9QXaK1uiRHEw,-5Kbw0m7lpLDAQSX5t-fVA,4,1,0,0,"I've had a good experience with Dr. Mapes although I do wish he was in the Brooklyn location on more than just Mondays (in Court Square the rest of the week).  It's nice to have consistency with staffing, so I appreciate seeing the same person at the front desk when I am there or knowing the person who is helping with financial stuff or even cleaning. It was like that when I first started going there two years ago, and then it seemed like it was different people all the time, and now it seems to be consistent again. I hope so!",8/6/2014 21:39,no,,,1,0.048382196,0.004935137,0.085106687,0.094017993
52,cFxoLInaeBDGK6-bkY40xA,eNv1Yhk7F8REKf76jeSDZw,-5Kbw0m7lpLDAQSX5t-fVA,1,15,3,0,"AVOID AT ALL COSTS\n\nFuck these people. Went in for a checkup as a new patient and they informed me that I had 3 cavities. I had never had cavities before in my life but I figured that eventually it must happen to everyone. Had all of them filled in one session that was incredibly painful and left my mouth numb with novocaine to the point that I couldn't speak to anyone for a full 24 hours. Not to mention it cost me about $1000 total. \n\nMonths later I went in for another checkup and they said I had 2 more cavities. I found this really weird considering my dental history so I went to another dentist for a second opinion. Not only did the other dentist inform me that I didn't have 2 new cavities at all, but they also told me that the 3 that I had filled previously DID NOT NEED TO BE FILLED IN THE FIRST PLACE. \n\nThis confirmed my suspicion that Williamsburg Smile Design will do anything to get money out of their customers. I should be suing for malpractice, but I'd rather save my time and inform anyone thinking about using them to stay far far away. Also, I've told them multiple times that I have a new dentist but I still receive text messages and emails ""reminding"" me that its time for another appointment.",6/3/2014 18:33,no,,,0.048382196,1,0.074818798,0.241206771,0.104393183
53,wZ70gyu5AgCrORfDDqYgnw,dZ9eM__ceNP7gbF9SNqZ7A,-5Kbw0m7lpLDAQSX5t-fVA,1,10,2,0,"Have to update my first review to warn others that these people are sharks!\n\nThis business epitomizes everything that is going wrong now in Williamsburg: 100% focus on the $$$ and very little on actual human beings.\n\nWARNING: do NOT give them your credit card details (if you even bother to go here to begin with). I canceled my appointment and was charged $100, WITHOUT anyone ever informing me about the charge. Best part of it was that it was supposed to be my second appointment here, part of my Groupon = ALREADY paid for. I contacted them, to get an explanation and they told me that their policy is to charge $100 you if you cancel an appointment, as a courtesy to other customers who may have missed the appointment because of this. Uhhhhhhm??? I ALREADY PAID for it, what is that supposed to mean? It's as if Amazon charged you extra, because you didn't pick up your parcel when it got delivered, and other customers may have missed a shipping spot because of you. What the hell, you purchased the thing in advance, if you don't want to pick it up, it's your problem. Why an extra charge?\n\nWell, only sad not to be able to return here anymore, as it was convenient for where i live/work. So don't be fooled by their neat appearance, this place is all shine and no substance.",4/11/2014 22:45,no,,,0.004935137,0.074818798,1,0.056970344,0.046902816
54,edZJ1R1tPsKZhneC28xghg,fWZLPnwDSJ78piQNiaDR5Q,-5Kbw0m7lpLDAQSX5t-fVA,1,8,0,0,"Used their groupon offer for teeth cleaning and check up. I told them I just got my braces taken off. Not only both the doctor and the teeth hygienist were rude, saying my dental work wasn't that good and my teeth are not perfect, which was extremely unethical and immoral. They told me I have 12 (twelve) cavities, plus needed a crown put in. Knowing I didn't have an insurance and paid cash they probably assumed I would just pay them almost 10K they quoted me. Thank God I didn't. A week later my regular dentist told me I have ONE starting cavity that needs attention and I have nothing major to worry about and during my orthodontist check-up ANOTHER dentist told me, I don't have all those cavities. So they clearly lied.\nShame on you, smile design. I will never be back and I will tell all my friends and clients to stay away from your shady facility.",4/3/2014 2:44,no,,,0.085106687,0.241206771,0.056970344,1,0.083173544
55,XUGjLBhy64suepXo7uYbKg,oNl7N077nDFrhCbOojQKvQ,-5Kbw0m7lpLDAQSX5t-fVA,5,0,0,0,awesome dentist super chill very attentive. listens and accommodates her patients. hygienist are rad. all the staff act like people and not robot doctors which makes the whole visit seem less stressful and annoying. if i had to say one negative thing they are kinda insecure seeming and blow up your phone with texts and emails and voicemails asking you to confirm over and over. its like yo i made the appointment and told you already i'm coming relax imma be there but whatever thats more weird than negative. my theory is that its a means to keep the receptionist busy. either way def a good modern clean quality dentist.,3/23/2014 9:07,no,,,0.094017993,0.104393183,0.046902816,0.083173544,1
,,,,,,,,,,,,,,,,,
56,jYOyIXBCIUGuhe4Jj83Epw,6a93JR1eKp9fDzJyq-z9uA,-5Kbw0m7lpLDAQSX5t-fVA,1,14,0,0,"A follow up from my review last year:   My experience was almost a full year ago.  \nI wrote about headaches and grinding in my sleep as a result of Dr. Mapes' aggressive and unimformed removal of deep metal fillings when it was not necessary.  Since then, the headaches have only gotten worse, and have progressed to extreme infection in my jaw bone and constant earaches.  Apparently in his rush to finish my fillings speedily (half an hour to do three deep fillings) --bacteria was left inside the tooth.  I am usually not a mean person --however, my unlucky venture based on positive yelp reviews has changed my life in ways I could never imagine.  Chronic pain and discomfort --terrible headhaches.  And...I am told now the only way to get to the infection is to pull the tooth.  I will sit on that a little.....\n\nPlease think twice.  To this day, Dr. Mapes never apologized or contacted me with any care or concern.  His ego is huge and he's all veneer (no pun intended...)--behind the office with fancy coffee makers and lots of flat screens, the substance is quite thin.",3/2/2014 0:06,no,,,1,0.06084879,0.028751755,0.042602255,0.129947892
